"user_id","perks"
"509282","Exclusive Discounts"
"618429","Free Checked Bag"
"424553","Free Hotel Meal"
"519014","No Cancellation Fees"
"550754","Free Hotel Meal"
"559712","Free Hotel Meal"
"575711","Free Hotel Meal"
"550222","Free Checked Bag"
"525043","Exclusive Discounts"
"522607","Exclusive Discounts"
"583526","Exclusive Discounts"
"521708","Free Hotel Meal"
"524473","Exclusive Discounts"
"490629","Exclusive Discounts"
"649081","Exclusive Discounts"
"613164","Exclusive Discounts"
"545865","Free Checked Bag"
"538666","No Cancellation Fees"
"535229","Free Hotel Meal"
"609868","Exclusive Discounts"
"548961","No Cancellation Fees"
"514810","Exclusive Discounts"
"533598","Free Hotel Meal"
"611954","Free Checked Bag"
"508367","Exclusive Discounts"
"557932","Free Checked Bag"
"541734","Free Checked Bag"
"520397","No Cancellation Fees"
"513004","Free Hotel Meal"
"568790","Exclusive Discounts"
"559473","Exclusive Discounts"
"524849","Exclusive Discounts"
"579804","Exclusive Discounts"
"473332","No Cancellation Fees"
"553791","Free Hotel Meal"
"488462","Free Hotel Meal"
"541923","Free Hotel Meal"
"563773","Exclusive Discounts"
"575433","Exclusive Discounts"
"514461","10% discount"
"530801","Exclusive Discounts"
"565459","Exclusive Discounts"
"641364","Free Checked Bag"
"517158","Exclusive Discounts"
"517105","Exclusive Discounts"
"530665","Free Hotel Meal"
"567219","Exclusive Discounts"
"624636","Exclusive Discounts"
"418329","Free Hotel Meal"
"503973","Exclusive Discounts"
"518191","No Cancellation Fees"
"594695","Free Checked Bag"
"524052","Exclusive Discounts"
"550460","Exclusive Discounts"
"691546","Exclusive Discounts"
"539794","Free Hotel Meal"
"551023","1-Night Free Hotel with Flight"
"543339","Free Hotel Meal"
"586850","Exclusive Discounts"
"618780","Exclusive Discounts"
"533575","Exclusive Discounts"
"533782","Free Hotel Meal"
"546419","No Cancellation Fees"
"576136","Free Hotel Meal"
"421666","No Cancellation Fees"
"523484","1-Night Free Hotel with Flight"
"518870","Exclusive Discounts"
"563544","Free Hotel Meal"
"564219","Exclusive Discounts"
"556127","Exclusive Discounts"
"535459","Exclusive Discounts"
"527396","Free Hotel Meal"
"624913","Free Checked Bag"
"516216","Exclusive Discounts"
"535746","Exclusive Discounts"
"576103","1-Night Free Hotel with Flight"
"493409","No Cancellation Fees"
"506837","Free Hotel Meal"
"568602","No Cancellation Fees"
"513628","Free Checked Bag"
"538608","Free Checked Bag"
"606333","Free Hotel Meal"
"553967","No Cancellation Fees"
"581307","10% discount"
"563853","No Cancellation Fees"
"558987","Free Hotel Meal"
"515523","Free Hotel Meal"
"599927","Exclusive Discounts"
"585965","Exclusive Discounts"
"524980","No Cancellation Fees"
"506427","Free Hotel Meal"
"556906","Exclusive Discounts"
"577007","Free Checked Bag"
"573040","Exclusive Discounts"
"517825","Exclusive Discounts"
"585310","Exclusive Discounts"
"672112","Exclusive Discounts"
"577915","Free Hotel Meal"
"564534","Free Hotel Meal"
"610763","No Cancellation Fees"
"523877","Free Hotel Meal"
"513216","Free Hotel Meal"
"485658","No Cancellation Fees"
"552642","Exclusive Discounts"
"527564","No Cancellation Fees"
"437549","Free Checked Bag"
"609413","Exclusive Discounts"
"510081","Exclusive Discounts"
"556623","No Cancellation Fees"
"683978","Exclusive Discounts"
"513089","Free Hotel Meal"
"602962","Exclusive Discounts"
"751545","Exclusive Discounts"
"572609","Exclusive Discounts"
"513555","Free Hotel Meal"
"441457","Exclusive Discounts"
"538197","Exclusive Discounts"
"540527","Exclusive Discounts"
"520530","Free Checked Bag"
"542358","Free Hotel Meal"
"572632","Exclusive Discounts"
"573153","No Cancellation Fees"
"556904","Free Hotel Meal"
"801660","Exclusive Discounts"
"478188","Exclusive Discounts"
"559901","Exclusive Discounts"
"521192","Exclusive Discounts"
"584034","Free Checked Bag"
"586701","Exclusive Discounts"
"515020","Exclusive Discounts"
"514023","Exclusive Discounts"
"512201","Free Checked Bag"
"570821","Exclusive Discounts"
"586096","Free Hotel Meal"
"607017","Free Hotel Meal"
"533302","Exclusive Discounts"
"548988","Free Hotel Meal"
"561687","Free Hotel Meal"
"545290","Exclusive Discounts"
"535905","1-Night Free Hotel with Flight"
"561653","Free Hotel Meal"
"538780","Free Hotel Meal"
"449804","Free Checked Bag"
"581091","Free Hotel Meal"
"569466","Exclusive Discounts"
"499751","Free Checked Bag"
"480313","No Cancellation Fees"
"475467","Free Checked Bag"
"573147","Free Hotel Meal"
"579323","Free Checked Bag"
"690420","Exclusive Discounts"
"527886","10% discount"
"528354","Exclusive Discounts"
"520193","Free Checked Bag"
"565841","Exclusive Discounts"
"609817","Exclusive Discounts"
"511326","Exclusive Discounts"
"597836","Free Checked Bag"
"517776","No Cancellation Fees"
"187212","Exclusive Discounts"
"531670","No Cancellation Fees"
"581120","No Cancellation Fees"
"554444","Free Checked Bag"
"515764","No Cancellation Fees"
"504786","Free Hotel Meal"
"711391","Free Checked Bag"
"513233","Exclusive Discounts"
"510779","Exclusive Discounts"
"471500","Free Hotel Meal"
"512696","No Cancellation Fees"
"409073","Free Checked Bag"
"511379","Free Checked Bag"
"513613","Exclusive Discounts"
"511148","Exclusive Discounts"
"542012","Free Checked Bag"
"431337","Free Checked Bag"
"517370","Free Checked Bag"
"500773","1-Night Free Hotel with Flight"
"563162","Exclusive Discounts"
"484418","Exclusive Discounts"
"530188","Free Hotel Meal"
"598687","Free Checked Bag"
"521510","Free Checked Bag"
"573189","Free Hotel Meal"
"510961","Exclusive Discounts"
"515103","Free Checked Bag"
"652359","Free Hotel Meal"
"606762","Free Checked Bag"
"524637","Free Checked Bag"
"512377","1-Night Free Hotel with Flight"
"575756","No Cancellation Fees"
"566174","Free Hotel Meal"
"521943","Exclusive Discounts"
"597510","Exclusive Discounts"
"518865","Exclusive Discounts"
"415581","Free Hotel Meal"
"509712","Exclusive Discounts"
"468666","Exclusive Discounts"
"691334","Exclusive Discounts"
"531654","1-Night Free Hotel with Flight"
"548859","Exclusive Discounts"
"505062","Exclusive Discounts"
"582227","Exclusive Discounts"
"527507","No Cancellation Fees"
"541389","Free Checked Bag"
"506130","Free Hotel Meal"
"636524","Free Checked Bag"
"605615","1-Night Free Hotel with Flight"
"537861","Exclusive Discounts"
"489844","Exclusive Discounts"
"561386","Free Hotel Meal"
"539414","Exclusive Discounts"
"591003","Free Hotel Meal"
"499475","Exclusive Discounts"
"516614","Free Hotel Meal"
"520877","Free Hotel Meal"
"525804","Exclusive Discounts"
"574467","Free Checked Bag"
"510449","Free Checked Bag"
"582577","Exclusive Discounts"
"519348","Exclusive Discounts"
"514167","No Cancellation Fees"
"449619","Free Hotel Meal"
"511902","Exclusive Discounts"
"562416","Exclusive Discounts"
"526409","Exclusive Discounts"
"518866","Exclusive Discounts"
"515985","Exclusive Discounts"
"645047","Free Hotel Meal"
"604355","Free Checked Bag"
"524200","1-Night Free Hotel with Flight"
"525975","Exclusive Discounts"
"440655","Exclusive Discounts"
"600842","No Cancellation Fees"
"502412","Exclusive Discounts"
"785107","Exclusive Discounts"
"499038","Free Checked Bag"
"670626","Exclusive Discounts"
"558081","Free Hotel Meal"
"530543","1-Night Free Hotel with Flight"
"437162","No Cancellation Fees"
"550459","Exclusive Discounts"
"609236","Exclusive Discounts"
"528186","Exclusive Discounts"
"543976","Exclusive Discounts"
"597434","No Cancellation Fees"
"511093","Exclusive Discounts"
"513620","Exclusive Discounts"
"519961","Exclusive Discounts"
"561864","Exclusive Discounts"
"553339","1-Night Free Hotel with Flight"
"577541","No Cancellation Fees"
"486270","Exclusive Discounts"
"523841","Exclusive Discounts"
"545939","Exclusive Discounts"
"537671","Free Checked Bag"
"582254","1-Night Free Hotel with Flight"
"530223","10% discount"
"548113","Exclusive Discounts"
"518044","Exclusive Discounts"
"540580","Exclusive Discounts"
"530421","Free Hotel Meal"
"575233","Exclusive Discounts"
"505289","Exclusive Discounts"
"574625","Free Hotel Meal"
"513964","Exclusive Discounts"
"449033","Free Hotel Meal"
"542471","1-Night Free Hotel with Flight"
"540244","Free Checked Bag"
"418692","1-Night Free Hotel with Flight"
"539008","Exclusive Discounts"
"505941","Exclusive Discounts"
"505667","Exclusive Discounts"
"512440","Exclusive Discounts"
"569236","Exclusive Discounts"
"539243","Free Hotel Meal"
"520861","No Cancellation Fees"
"498199","Exclusive Discounts"
"514925","1-Night Free Hotel with Flight"
"568605","No Cancellation Fees"
"568716","Free Hotel Meal"
"536490","Exclusive Discounts"
"330893","Exclusive Discounts"
"522633","Exclusive Discounts"
"511504","Exclusive Discounts"
"538350","No Cancellation Fees"
"547555","No Cancellation Fees"
"522634","No Cancellation Fees"
"532622","Exclusive Discounts"
"528827","Exclusive Discounts"
"609228","Free Hotel Meal"
"537922","Free Hotel Meal"
"578396","10% discount"
"153982","Exclusive Discounts"
"552348","Exclusive Discounts"
"525716","Free Hotel Meal"
"534939","No Cancellation Fees"
"756030","Exclusive Discounts"
"704870","Free Hotel Meal"
"552734","Free Checked Bag"
"605096","Free Checked Bag"
"521818","1-Night Free Hotel with Flight"
"540502","Free Hotel Meal"
"578892","Exclusive Discounts"
"534391","Free Hotel Meal"
"452612","No Cancellation Fees"
"680424","Exclusive Discounts"
"533222","Free Hotel Meal"
"514003","Free Checked Bag"
"535610","Exclusive Discounts"
"595026","Exclusive Discounts"
"542383","Exclusive Discounts"
"539010","Exclusive Discounts"
"538084","Exclusive Discounts"
"522427","Free Hotel Meal"
"480331","Exclusive Discounts"
"516647","Free Checked Bag"
"510890","Free Checked Bag"
"536050","Free Checked Bag"
"586644","Exclusive Discounts"
"488827","10% discount"
"622418","No Cancellation Fees"
"523395","Free Checked Bag"
"528216","Exclusive Discounts"
"548708","Free Hotel Meal"
"536532","Exclusive Discounts"
"543327","Exclusive Discounts"
"545551","1-Night Free Hotel with Flight"
"511178","Exclusive Discounts"
"610482","No Cancellation Fees"
"539637","Free Hotel Meal"
"348817","Exclusive Discounts"
"483237","1-Night Free Hotel with Flight"
"541382","Exclusive Discounts"
"563148","1-Night Free Hotel with Flight"
"595257","Free Hotel Meal"
"359072","No Cancellation Fees"
"480690","Exclusive Discounts"
"555770","Exclusive Discounts"
"545249","10% discount"
"600444","Exclusive Discounts"
"428858","1-Night Free Hotel with Flight"
"561642","Exclusive Discounts"
"567849","Exclusive Discounts"
"544595","Exclusive Discounts"
"581527","Exclusive Discounts"
"533404","1-Night Free Hotel with Flight"
"519117","Free Hotel Meal"
"635300","Exclusive Discounts"
"594027","1-Night Free Hotel with Flight"
"523666","Exclusive Discounts"
"560065","Exclusive Discounts"
"542027","Exclusive Discounts"
"517633","Free Hotel Meal"
"546280","No Cancellation Fees"
"438985","1-Night Free Hotel with Flight"
"526297","10% discount"
"562398","Free Hotel Meal"
"573704","Exclusive Discounts"
"596153","10% discount"
"513397","10% discount"
"528020","1-Night Free Hotel with Flight"
"527782","No Cancellation Fees"
"501184","1-Night Free Hotel with Flight"
"489635","Exclusive Discounts"
"552945","1-Night Free Hotel with Flight"
"512628","Exclusive Discounts"
"515578","Exclusive Discounts"
"526867","Exclusive Discounts"
"536574","Free Hotel Meal"
"519079","Free Hotel Meal"
"574104","Exclusive Discounts"
"551217","Free Hotel Meal"
"568486","Free Hotel Meal"
"583297","Free Hotel Meal"
"542663","Exclusive Discounts"
"552414","Exclusive Discounts"
"516827","Free Hotel Meal"
"525789","Exclusive Discounts"
"535081","No Cancellation Fees"
"686408","Free Hotel Meal"
"517438","Exclusive Discounts"
"430722","No Cancellation Fees"
"562612","No Cancellation Fees"
"523690","Free Hotel Meal"
"520947","1-Night Free Hotel with Flight"
"586876","Exclusive Discounts"
"533327","Exclusive Discounts"
"523228","Exclusive Discounts"
"665892","Exclusive Discounts"
"512786","Free Hotel Meal"
"439052","Free Hotel Meal"
"577115","Free Hotel Meal"
"510700","1-Night Free Hotel with Flight"
"557762","No Cancellation Fees"
"528105","Free Hotel Meal"
"578947","Exclusive Discounts"
"473712","10% discount"
"604688","No Cancellation Fees"
"553938","No Cancellation Fees"
"579065","Exclusive Discounts"
"482264","Free Hotel Meal"
"605558","Exclusive Discounts"
"491124","No Cancellation Fees"
"516965","Exclusive Discounts"
"497042","Exclusive Discounts"
"559211","Exclusive Discounts"
"580212","Exclusive Discounts"
"553985","No Cancellation Fees"
"520225","Exclusive Discounts"
"696475","Free Hotel Meal"
"517968","Exclusive Discounts"
"526913","10% discount"
"622708","Exclusive Discounts"
"514682","Exclusive Discounts"
"488870","1-Night Free Hotel with Flight"
"518827","1-Night Free Hotel with Flight"
"507431","Exclusive Discounts"
"555151","Free Hotel Meal"
"518338","Free Hotel Meal"
"659744","No Cancellation Fees"
"453143","Exclusive Discounts"
"651744","No Cancellation Fees"
"523612","Exclusive Discounts"
"529309","1-Night Free Hotel with Flight"
"608727","1-Night Free Hotel with Flight"
"540819","No Cancellation Fees"
"463698","Exclusive Discounts"
"502609","Exclusive Discounts"
"577216","Exclusive Discounts"
"513387","Free Hotel Meal"
"600886","Free Hotel Meal"
"590442","Exclusive Discounts"
"523842","Exclusive Discounts"
"523231","Exclusive Discounts"
"520719","1-Night Free Hotel with Flight"
"567651","Exclusive Discounts"
"554079","Free Hotel Meal"
"552929","No Cancellation Fees"
"471077","Free Checked Bag"
"645685","Free Checked Bag"
"514737","Free Hotel Meal"
"592399","Free Checked Bag"
"518211","Free Checked Bag"
"566861","1-Night Free Hotel with Flight"
"581005","1-Night Free Hotel with Flight"
"535625","Free Checked Bag"
"593536","Free Checked Bag"
"510185","Free Hotel Meal"
"522800","Free Checked Bag"
"522981","Free Checked Bag"
"519357","Free Checked Bag"
"538147","1-Night Free Hotel with Flight"
"512801","Free Checked Bag"
"526905","Free Checked Bag"
"611371","1-Night Free Hotel with Flight"
"541168","Free Checked Bag"
"529801","1-Night Free Hotel with Flight"
"595386","Free Checked Bag"
"559695","No Cancellation Fees"
"510452","1-Night Free Hotel with Flight"
"525081","Exclusive Discounts"
"557921","Free Checked Bag"
"567432","1-Night Free Hotel with Flight"
"526492","No Cancellation Fees"
"535135","Exclusive Discounts"
"570226","Free Hotel Meal"
"584998","Free Hotel Meal"
"562708","Free Checked Bag"
"595414","Free Hotel Meal"
"494590","Free Hotel Meal"
"530719","Free Checked Bag"
"525610","1-Night Free Hotel with Flight"
"590400","Free Hotel Meal"
"516246","Free Checked Bag"
"588820","Free Hotel Meal"
"571300","No Cancellation Fees"
"511298","Free Checked Bag"
"590077","No Cancellation Fees"
"550110","No Cancellation Fees"
"510067","Exclusive Discounts"
"576691","1-Night Free Hotel with Flight"
"541040","No Cancellation Fees"
"540180","1-Night Free Hotel with Flight"
"565949","Free Checked Bag"
"566625","Free Hotel Meal"
"603160","1-Night Free Hotel with Flight"
"427506","No Cancellation Fees"
"530754","1-Night Free Hotel with Flight"
"549631","Free Checked Bag"
"545209","No Cancellation Fees"
"512197","Exclusive Discounts"
"252835","Free Checked Bag"
"602476","No Cancellation Fees"
"518015","1-Night Free Hotel with Flight"
"529501","Free Checked Bag"
"642344","1-Night Free Hotel with Flight"
"537819","Free Checked Bag"
"549281","1-Night Free Hotel with Flight"
"561031","1-Night Free Hotel with Flight"
"548978","Free Hotel Meal"
"548022","1-Night Free Hotel with Flight"
"527944","Free Checked Bag"
"529406","Free Checked Bag"
"732729","Free Hotel Meal"
"512900","No Cancellation Fees"
"535795","Free Checked Bag"
"494294","Free Checked Bag"
"603592","1-Night Free Hotel with Flight"
"523077","Free Hotel Meal"
"558838","1-Night Free Hotel with Flight"
"531884","Free Hotel Meal"
"502799","Free Checked Bag"
"534608","Free Checked Bag"
"520556","1-Night Free Hotel with Flight"
"526378","Free Checked Bag"
"520532","Free Hotel Meal"
"509717","Exclusive Discounts"
"510570","Free Hotel Meal"
"524120","1-Night Free Hotel with Flight"
"518135","No Cancellation Fees"
"565718","Free Checked Bag"
"510163","Free Hotel Meal"
"529879","Free Checked Bag"
"509221","Free Checked Bag"
"504945","Free Checked Bag"
"589306","Free Checked Bag"
"539648","Free Checked Bag"
"544207","Free Checked Bag"
"501794","Free Hotel Meal"
"520358","Free Checked Bag"
"524668","Free Checked Bag"
"565565","No Cancellation Fees"
"523442","Free Checked Bag"
"586038","Free Checked Bag"
"446124","Free Checked Bag"
"402978","Free Checked Bag"
"520152","Free Checked Bag"
"558362","Free Checked Bag"
"521060","Free Checked Bag"
"555186","Free Checked Bag"
"547862","Free Hotel Meal"
"537904","Free Checked Bag"
"610144","1-Night Free Hotel with Flight"
"676762","1-Night Free Hotel with Flight"
"550233","1-Night Free Hotel with Flight"
"551567","1-Night Free Hotel with Flight"
"528657","1-Night Free Hotel with Flight"
"614165","1-Night Free Hotel with Flight"
"497915","Free Checked Bag"
"608296","Free Hotel Meal"
"526179","Free Hotel Meal"
"659128","Free Checked Bag"
"547512","1-Night Free Hotel with Flight"
"559794","Free Checked Bag"
"514953","1-Night Free Hotel with Flight"
"400582","Exclusive Discounts"
"561908","No Cancellation Fees"
"527824","Free Checked Bag"
"546485","Free Checked Bag"
"531109","Free Checked Bag"
"529224","1-Night Free Hotel with Flight"
"578607","Free Checked Bag"
"509419","Free Checked Bag"
"482744","Free Checked Bag"
"545755","1-Night Free Hotel with Flight"
"536764","Free Checked Bag"
"544549","Free Checked Bag"
"585650","1-Night Free Hotel with Flight"
"542805","Free Checked Bag"
"523338","1-Night Free Hotel with Flight"
"508731","Free Hotel Meal"
"525611","Free Hotel Meal"
"554885","1-Night Free Hotel with Flight"
"513683","Free Checked Bag"
"544640","1-Night Free Hotel with Flight"
"438189","Free Checked Bag"
"515675","No Cancellation Fees"
"572908","Free Checked Bag"
"664401","1-Night Free Hotel with Flight"
"632136","No Cancellation Fees"
"538944","Free Checked Bag"
"555499","Free Hotel Meal"
"543659","Free Checked Bag"
"559936","No Cancellation Fees"
"547878","1-Night Free Hotel with Flight"
"600515","No Cancellation Fees"
"525879","Free Checked Bag"
"550805","Free Checked Bag"
"530118","Free Checked Bag"
"586732","Free Hotel Meal"
"564517","Free Hotel Meal"
"553568","Exclusive Discounts"
"590230","No Cancellation Fees"
"644870","Free Hotel Meal"
"454934","No Cancellation Fees"
"510326","1-Night Free Hotel with Flight"
"535099","Free Checked Bag"
"539883","Free Checked Bag"
"572744","1-Night Free Hotel with Flight"
"578938","1-Night Free Hotel with Flight"
"525447","No Cancellation Fees"
"446138","1-Night Free Hotel with Flight"
"526203","No Cancellation Fees"
"566762","Exclusive Discounts"
"522937","Free Checked Bag"
"465731","No Cancellation Fees"
"554956","Free Checked Bag"
"549797","1-Night Free Hotel with Flight"
"613941","1-Night Free Hotel with Flight"
"523768","No Cancellation Fees"
"495482","1-Night Free Hotel with Flight"
"631787","No Cancellation Fees"
"549850","Free Hotel Meal"
"513093","Exclusive Discounts"
"549152","No Cancellation Fees"
"521127","1-Night Free Hotel with Flight"
"543952","Free Hotel Meal"
"513995","No Cancellation Fees"
"510754","Exclusive Discounts"
"529362","1-Night Free Hotel with Flight"
"533129","10% discount"
"637086","Exclusive Discounts"
"531322","Exclusive Discounts"
"540347","Exclusive Discounts"
"550068","Exclusive Discounts"
"515139","No Cancellation Fees"
"521335","No Cancellation Fees"
"532863","Free Hotel Meal"
"543114","No Cancellation Fees"
"516594","1-Night Free Hotel with Flight"
"551665","Exclusive Discounts"
"539710","1-Night Free Hotel with Flight"
"568713","Exclusive Discounts"
"521695","Exclusive Discounts"
"581901","10% discount"
"485591","No Cancellation Fees"
"512596","10% discount"
"659664","10% discount"
"502444","10% discount"
"510114","1-Night Free Hotel with Flight"
"529513","Free Hotel Meal"
"531447","1-Night Free Hotel with Flight"
"495603","1-Night Free Hotel with Flight"
"524226","Exclusive Discounts"
"568105","No Cancellation Fees"
"468370","Free Hotel Meal"
"508946","Exclusive Discounts"
"551359","No Cancellation Fees"
"537580","No Cancellation Fees"
"616795","Exclusive Discounts"
"543273","No Cancellation Fees"
"573122","Exclusive Discounts"
"567778","No Cancellation Fees"
"572479","Exclusive Discounts"
"552192","Exclusive Discounts"
"510815","1-Night Free Hotel with Flight"
"509359","1-Night Free Hotel with Flight"
"515058","No Cancellation Fees"
"526729","Free Hotel Meal"
"589164","1-Night Free Hotel with Flight"
"515941","No Cancellation Fees"
"589154","Exclusive Discounts"
"452594","1-Night Free Hotel with Flight"
"537412","1-Night Free Hotel with Flight"
"545981","1-Night Free Hotel with Flight"
"516006","Free Hotel Meal"
"514164","Exclusive Discounts"
"516704","Exclusive Discounts"
"503418","Free Hotel Meal"
"537373","Exclusive Discounts"
"528829","Free Hotel Meal"
"623077","Exclusive Discounts"
"650901","Free Hotel Meal"
"599833","Free Hotel Meal"
"564312","Exclusive Discounts"
"590420","Exclusive Discounts"
"629701","Exclusive Discounts"
"564962","Exclusive Discounts"
"524861","No Cancellation Fees"
"515727","Exclusive Discounts"
"665505","Exclusive Discounts"
"573291","Exclusive Discounts"
"535644","Exclusive Discounts"
"522513","Free Hotel Meal"
"522265","Exclusive Discounts"
"519285","Exclusive Discounts"
"494680","Exclusive Discounts"
"598265","Exclusive Discounts"
"512671","Exclusive Discounts"
"559093","Exclusive Discounts"
"535912","Exclusive Discounts"
"577930","Exclusive Discounts"
"512283","Exclusive Discounts"
"514457","Free Hotel Meal"
"538691","Free Hotel Meal"
"190866","Exclusive Discounts"
"507435","Exclusive Discounts"
"555301","Exclusive Discounts"
"589228","No Cancellation Fees"
"511680","Exclusive Discounts"
"573086","1-Night Free Hotel with Flight"
"523981","10% discount"
"479071","Exclusive Discounts"
"487276","Exclusive Discounts"
"552303","Free Hotel Meal"
"533396","1-Night Free Hotel with Flight"
"574071","Exclusive Discounts"
"584537","10% discount"
"555698","1-Night Free Hotel with Flight"
"560991","1-Night Free Hotel with Flight"
"513126","Free Hotel Meal"
"573939","Free Hotel Meal"
"552558","Exclusive Discounts"
"573244","Exclusive Discounts"
"544683","Free Hotel Meal"
"515891","1-Night Free Hotel with Flight"
"452034","1-Night Free Hotel with Flight"
"541162","No Cancellation Fees"
"534066","10% discount"
"469440","No Cancellation Fees"
"514318","Exclusive Discounts"
"457599","10% discount"
"555257","No Cancellation Fees"
"602953","No Cancellation Fees"
"679611","Exclusive Discounts"
"510078","No Cancellation Fees"
"510694","No Cancellation Fees"
"493177","1-Night Free Hotel with Flight"
"514337","Free Hotel Meal"
"573588","Exclusive Discounts"
"533357","Free Hotel Meal"
"647674","Exclusive Discounts"
"515580","1-Night Free Hotel with Flight"
"491175","Exclusive Discounts"
"546844","Exclusive Discounts"
"686165","Exclusive Discounts"
"532989","Exclusive Discounts"
"515306","Free Hotel Meal"
"476436","Exclusive Discounts"
"584030","Exclusive Discounts"
"577074","Exclusive Discounts"
"516579","No Cancellation Fees"
"477316","Exclusive Discounts"
"536843","Exclusive Discounts"
"399137","Exclusive Discounts"
"491182","Exclusive Discounts"
"589977","Exclusive Discounts"
"577410","Free Hotel Meal"
"435882","No Cancellation Fees"
"566815","Free Hotel Meal"
"593786","No Cancellation Fees"
"534782","Exclusive Discounts"
"536474","1-Night Free Hotel with Flight"
"591097","Exclusive Discounts"
"536782","Exclusive Discounts"
"534179","Exclusive Discounts"
"556138","Free Hotel Meal"
"530514","No Cancellation Fees"
"421247","Exclusive Discounts"
"550071","Exclusive Discounts"
"525102","Free Hotel Meal"
"509421","No Cancellation Fees"
"635442","Exclusive Discounts"
"521865","Exclusive Discounts"
"510195","Free Hotel Meal"
"518756","No Cancellation Fees"
"565377","Exclusive Discounts"
"587234","1-Night Free Hotel with Flight"
"434623","No Cancellation Fees"
"563483","Exclusive Discounts"
"437539","Exclusive Discounts"
"523474","Exclusive Discounts"
"571015","1-Night Free Hotel with Flight"
"544406","No Cancellation Fees"
"503342","No Cancellation Fees"
"411179","1-Night Free Hotel with Flight"
"538349","10% discount"
"551468","1-Night Free Hotel with Flight"
"502353","1-Night Free Hotel with Flight"
"514344","Exclusive Discounts"
"220725","No Cancellation Fees"
"625030","1-Night Free Hotel with Flight"
"418488","Exclusive Discounts"
"524012","Free Hotel Meal"
"598911","1-Night Free Hotel with Flight"
"389434","No Cancellation Fees"
"582785","10% discount"
"378565","10% discount"
"523505","10% discount"
"555206","10% discount"
"500974","10% discount"
"547007","1-Night Free Hotel with Flight"
"523717","10% discount"
"524365","10% discount"
"517491","1-Night Free Hotel with Flight"
"630609","10% discount"
"527253","1-Night Free Hotel with Flight"
"575677","1-Night Free Hotel with Flight"
"521859","10% discount"
"578824","10% discount"
"576677","No Cancellation Fees"
"546395","No Cancellation Fees"
"538641","No Cancellation Fees"
"611839","1-Night Free Hotel with Flight"
"618418","10% discount"
"557562","1-Night Free Hotel with Flight"
"536695","Free Checked Bag"
"505916","1-Night Free Hotel with Flight"
"545629","Free Checked Bag"
"538074","1-Night Free Hotel with Flight"
"623850","1-Night Free Hotel with Flight"
"515694","Free Checked Bag"
"520265","1-Night Free Hotel with Flight"
"555484","1-Night Free Hotel with Flight"
"495042","1-Night Free Hotel with Flight"
"548258","10% discount"
"632965","1-Night Free Hotel with Flight"
"513721","Free Checked Bag"
"498665","10% discount"
"518907","10% discount"
"514002","10% discount"
"546064","1-Night Free Hotel with Flight"
"560511","1-Night Free Hotel with Flight"
"513220","1-Night Free Hotel with Flight"
"448564","10% discount"
"535702","1-Night Free Hotel with Flight"
"515051","1-Night Free Hotel with Flight"
"520436","Free Checked Bag"
"101961","10% discount"
"595087","1-Night Free Hotel with Flight"
"536951","Free Checked Bag"
"483480","10% discount"
"553955","Free Checked Bag"
"565294","1-Night Free Hotel with Flight"
"525844","No Cancellation Fees"
"490133","Free Hotel Meal"
"542015","Free Hotel Meal"
"537676","1-Night Free Hotel with Flight"
"549482","1-Night Free Hotel with Flight"
"512904","1-Night Free Hotel with Flight"
"602827","1-Night Free Hotel with Flight"
"569829","Free Checked Bag"
"563711","No Cancellation Fees"
"519211","Free Hotel Meal"
"528942","10% discount"
"517397","10% discount"
"571200","Free Checked Bag"
"543728","10% discount"
"579950","1-Night Free Hotel with Flight"
"505854","Free Checked Bag"
"511398","1-Night Free Hotel with Flight"
"537560","Free Checked Bag"
"530978","Free Checked Bag"
"527464","Free Checked Bag"
"608629","10% discount"
"522115","1-Night Free Hotel with Flight"
"508829","1-Night Free Hotel with Flight"
"519718","No Cancellation Fees"
"569170","Free Checked Bag"
"509903","1-Night Free Hotel with Flight"
"617878","Free Checked Bag"
"529205","No Cancellation Fees"
"640689","No Cancellation Fees"
"584549","1-Night Free Hotel with Flight"
"664663","Free Checked Bag"
"575971","1-Night Free Hotel with Flight"
"525615","Free Checked Bag"
"521658","10% discount"
"618063","1-Night Free Hotel with Flight"
"522970","1-Night Free Hotel with Flight"
"551804","1-Night Free Hotel with Flight"
"523819","No Cancellation Fees"
"541901","1-Night Free Hotel with Flight"
"490107","Free Checked Bag"
"529421","1-Night Free Hotel with Flight"
"509645","No Cancellation Fees"
"464614","No Cancellation Fees"
"494985","1-Night Free Hotel with Flight"
"590967","Free Hotel Meal"
"557815","No Cancellation Fees"
"615266","10% discount"
"576849","1-Night Free Hotel with Flight"
"638162","10% discount"
"535879","1-Night Free Hotel with Flight"
"527850","1-Night Free Hotel with Flight"
"530724","10% discount"
"526308","1-Night Free Hotel with Flight"
"524116","1-Night Free Hotel with Flight"
"555135","1-Night Free Hotel with Flight"
"381465","No Cancellation Fees"
"528953","1-Night Free Hotel with Flight"
"525227","10% discount"
"577287","No Cancellation Fees"
"538976","10% discount"
"554163","Free Checked Bag"
"545577","10% discount"
"521925","No Cancellation Fees"
"517931","No Cancellation Fees"
"553220","No Cancellation Fees"
"549154","1-Night Free Hotel with Flight"
"541262","No Cancellation Fees"
"534858","1-Night Free Hotel with Flight"
"522005","10% discount"
"549710","1-Night Free Hotel with Flight"
"536641","10% discount"
"495029","No Cancellation Fees"
"571888","1-Night Free Hotel with Flight"
